3631	56
4964	56
3634	56
3635	56
4967	56
3650	56
3641	56
3642	56
3643	56
3645	56
3660	56
3661	56
2328	56
2326	56
2323	56
3666	56
3691	56
2356	56
2354	56
2371	56
2369	56
1055	56
2384	56
2381	56
2398	56
1098	56
1097	56
204	56
290	56
3724	56
3748	56
2411	56
3787	56
2474	56
1133	56
3796	56
2485	56
1151	56
1166	56
306	56
311	56
11	56
15	56
24	56
36	56
68	56
72	56
87	56
3812	56
3813	56
2504	56
2508	56
2506	56
2510	56
3843	56
2516	56
3854	56
2535	56
2547	56
1211	56
2542	56
1210	56
2560	56
2565	56
3897	56
1247	56
2576	56
2595	56
2594	56
2593	56
2585	56
1267	56
1297	56
417	56
457	56
3910	56
2605	56
2619	56
2625	56
3958	56
2623	56
3956	56
1305	56
2646	56
3976	56
1319	56
2660	56
2658	56
2657	56
2655	56
2654	56
2653	56
2651	56
2667	56
2674	56
2693	56
1357	56
2688	56
2686	56
1374	56
2697	56
2696	56
1385	56
2700	56
2707	56
2713	56
2727	56
2746	56
2747	56
1428	56
2775	56
2774	56
2790	56
1473	56
1470	56
1492	56
1496	56
600	56
608	56
5002	56
5020	56
5022	56
5079	56
2822	56
2831	56
2842	56
1521	56
2859	56
1537	56
1542	56
2871	56
1549	56
1585	56
722	56
737	56
762	56
766	56
784	56
789	56
5123	56
5176	56
5179	56
5188	56
5189	56
2909	56
2900	56
2923	56
2932	56
1608	56
2940	56
2958	56
1633	56
2968	56
2967	56
2972	56
2981	56
1688	56
813	56
825	56
826	56
856	56
879	56
5233	56
5254	56
1701	56
1717	56
1734	56
1754	56
1769	56
1799	56
946	56
974	56
988	56
993	56
996	56
4011	56
4040	56
4041	56
4044	56
4045	56
4037	56
4065	56
1808	56
4099	56
1814	56
1847	56
5404	56
5412	56
4124	56
5449	56
5459	56
4138	56
5484	56
1919	56
4191	56
1922	56
1972	56
1990	56
5524	56
5543	56
4219	56
4256	56
4247	56
4297	56
4310	56
3010	56
3009	56
3007	56
3005	56
4335	56
4338	56
3024	56
3020	56
5697	56
3034	56
3033	56
3032	56
3028	56
3027	56
3026	56
3059	56
3089	56
3084	56
3092	56
4400	56
4441	56
3117	56
4448	56
3144	56
4483	56
3148	56
3192	56
5800	56
5802	56
5814	56
4536	56
4547	56
4574	56
3238	56
4578	56
3260	56
3258	56
3276	56
3274	56
3291	56
4600	56
4632	56
3321	56
4653	56
3334	56
4666	56
3352	56
2066	56
3394	56
8293	56
8294	56
4717	56
4712	56
3404	56
3402	56
4735	56
3417	56
3439	56
3453	56
3452	56
2120	56
3449	56
3447	56
2114	56
3443	56
4795	56
3459	56
3458	56
3457	56
3456	56
3455	56
3454	56
2144	56
2135	56
3480	56
3479	56
2145	56
2174	56
3498	56
4828	56
4824	56
3516	56
4846	56
2210	56
3541	56
3537	56
2209	56
4875	56
3562	56
2229	56
2225	56
2240	56
3568	56
2237	56
4899	56
2252	56
2258	56
2257	56
2256	56
3586	56
2276	56
2290	56
2297	56
122	56
3607	56
3615	56
4948	56
3614	56
4981	55
2324	55
2364	55
1026	55
1062	55
2440	55
1111	55
2456	55
1137	55
1167	55
310	55
319	55
346	55
6006	55
6032	55
2507	55
1200	55
1236	55
1279	55
407	55
432	55
465	55
3969	55
1395	55
546	55
7553	55
6218	55
6272	55
6299	55
1453	55
634	55
7620	55
7632	55
663	55
6305	55
6327	55
5028	55
2819	55
1522	55
2851	55
1583	55
710	55
769	55
6414	55
5103	55
5178	55
2912	55
1622	55
1621	55
1661	55
5200	55
896	55
6523	55
5210	55
6555	55
6560	55
5226	55
5262	55
5263	55
5288	55
1700	55
1772	55
5301	55
6624	55
6634	55
5321	55
6665	55
4036	55
4073	55
1835	55
6714	55
5423	55
6774	55
6784	55
5445	55
4151	55
4179	55
1982	55
6832	55
5531	55
4212	55
5563	55
5582	55
6907	55
6913	55
6914	55
6934	55
6946	55
3015	55
3014	55
5714	55
5739	55
5743	55
5796	55
3125	55
3191	55
5806	55
5804	55
5817	55
5818	55
5822	55
4530	55
5871	55
3253	55
3265	55
4587	55
5998	55
4687	55
3381	55
2062	55
8295	55
3408	55
2102	55
4781	55
2118	55
2117	55
4792	55
2134	55
2160	55
7052	55
7092	55
2251	55
3580	55
109	55
127	55
172	55
173	55
3792	54
3786	54
6097	54
3892	54
6123	54
6156	54
2618	54
1352	54
6270	54
1416	54
2785	54
697	54
6337	54
5106	54
5185	54
1697	54
1733	54
1783	54
978	54
6615	54
6618	54
4013	54
4070	54
5439	54
5454	54
4261	54
4266	54
4276	54
4361	54
5760	54
5773	54
5775	54
3140	54
4488	54
5811	54
5839	54
4662	54
2001	54
4764	54
3461	54
3473	54
3557	54
2264	54
3587	54
2322	53
2375	53
1164	53
3803	53
3873	53
2612	53
2620	53
1307	53
2689	53
2760	53
1482	53
695	53
1571	53
5100	53
1680	53
7809	53
5273	53
1749	53
1767	53
922	53
4076	53
1820	53
4162	53
1918	53
1985	53
1997	53
1992	53
6833	53
5596	53
4290	53
5605	53
4315	53
4485	53
3168	53
3180	53
4531	53
5872	53
4661	53
2072	53
4709	53
4811	53
2231	53
2289	53
1037	52
2365	52
7225	52
7280	52
3728	52
2410	52
2433	52
308	52
56	52
3806	52
3830	52
2517	52
1201	52
2559	52
1291	52
425	52
3965	52
1471	52
1489	52
1487	52
633	52
5037	52
5055	52
2811	52
2830	52
1514	52
1538	52
1555	52
1566	52
704	52
707	52
763	52
765	52
5130	52
5177	52
2973	52
805	52
6596	52
1705	52
1729	52
904	52
941	52
5335	52
4077	52
4071	52
4072	52
1823	52
1842	52
1888	52
6715	52
4110	52
4127	52
1956	52
1966	52
1991	52
6855	52
4211	52
6979	52
4353	52
3056	52
3103	52
4463	52
5819	52
5827	52
4510	52
4534	52
4550	52
3463	52
3460	52
7047	52
4827	52
6	51
1075	51
214	51
259	51
3755	51
1127	51
1135	51
1186	51
1185	51
1193	51
317	51
6004	51
20	51
35	51
86	51
3835	51
2549	51
1253	51
2592	51
1286	51
1353	51
6229	51
6306	51
764	51
5110	51
6458	51
871	51
937	51
959	51
971	51
4055	51
1836	51
5430	51
5452	51
5529	51
4269	51
6976	51
3002	51
4355	51
3030	51
3073	51
5799	51
5828	51
5829	51
5886	51
5932	51
5947	51
3393	51
8290	51
4748	51
3451	51
2133	51
2129	51
4929	51
4983	50
1006	50
3680	50
2473	50
1157	50
312	50
313	50
371	50
6043	50
7378	50
2544	50
1230	50
1285	50
7414	50
6124	50
3903	50
3962	50
1350	50
1360	50
2699	50
1384	50
556	50
579	50
6241	50
6243	50
7587	50
2702	50
1419	50
2754	50
2794	50
6323	50
2856	50
2872	50
1594	50
1596	50
749	50
788	50
5140	50
6494	50
5173	50
5199	50
1615	50
2951	50
2964	50
1679	50
1706	50
1744	50
1792	50
947	50
7961	50
4021	50
1816	50
1855	50
1893	50
6736	50
4144	50
4201	50
6918	50
5655	50
5684	50
4384	50
3136	50
5857	50
3297	50
5902	50
2016	50
2109	50
3489	50
7021	50
7057	50
7063	50
2236	50
2299	50
7115	50
7131	50
4980	49
1000	49
4994	49
4999	49
1031	49
1029	49
1074	49
271	49
1184	49
2550	49
403	49
7478	49
3970	49
2643	49
1310	49
6221	49
6330	49
6347	49
7699	49
6359	49
5092	49
2877	49
1564	49
742	49
6437	49
5155	49
6481	49
6496	49
5184	49
5182	49
865	49
6505	49
6552	49
5295	49
7908	49
6620	49
994	49
4046	49
1811	49
6790	49
5479	49
6869	49
5584	49
5624	49
6993	49
3000	49
3018	49
4424	49
5816	49
5812	49
5844	49
3307	49
4673	49
3350	49
4715	49
4797	49
4829	49
2285	49
166	49
3624	49
1024	48
1035	48
1034	48
7279	48
2435	48
7301	48
47	48
71	48
3800	48
1215	48
6151	48
1378	48
6441	48
6443	48
5190	48
1614	48
1648	48
5246	48
1730	48
908	48
6770	48
5457	48
1977	48
4299	48
5683	48
3029	48
4437	48
5798	48
5824	48
3284	48
5963	48
2071	48
2128	48
7054	48
3522	48
3529	48
136	48
4953	48
2325	47
1049	47
2387	47
255	47
285	47
299	47
2416	47
3752	47
1125	47
2470	47
304	47
29	47
6098	47
1221	47
1234	47
3898	47
1248	47
1261	47
1284	47
7400	47
3926	47
2617	47
1322	47
2704	47
2703	47
2787	47
5072	47
2834	47
1501	47
1525	47
1550	47
1552	47
1592	47
706	47
759	47
761	47
6417	47
2963	47
854	47
857	47
1723	47
960	47
6619	47
5392	47
6772	47
5527	47
5545	47
4263	47
5612	47
5637	47
3021	47
5693	47
5897	47
3251	47
4598	47
3338	47
2003	47
3351	47
3346	47
3390	47
4706	47
4719	47
4814	47
3519	47
171	47
182	47
2338	46
3682	46
1032	46
3720	46
2400	46
2472	46
59	46
7381	46
3807	46
1202	46
2557	46
1241	46
1239	46
2665	46
3995	46
7510	46
2768	46
2765	46
2763	46
1497	46
650	46
6328	46
5026	46
6388	46
5073	46
2815	46
2828	46
1506	46
1547	46
6486	46
2955	46
1646	46
2999	46
840	46
6501	46
7839	46
5204	46
6566	46
1707	46
1748	46
1781	46
1774	46
6600	46
982	46
986	46
5341	46
4043	46
4098	46
5463	46
6789	46
5482	46
1915	46
5651	46
3150	46
4528	46
2009	46
4688	46
8291	46
2116	46
3483	46
2186	46
128	46
4962	45
7231	45
1103	45
1165	45
2579	45
3946	45
2685	45
2708	45
1403	45
1413	45
686	45
1756	45
4289	45
4422	45
3106	45
5780	45
3173	45
5936	45
4686	45
7086	45
3527	45
113	45
143	45
