Start	End	Direction
hsa:6774	hsa:6777	0
hsa:6776	hsa:6777	0
hsa:3815	hsa:6774	1
hsa:3815	hsa:6776	1
hsa:3815	hsa:6777	1
hsa:2322	hsa:6774	1
hsa:2322	hsa:6776	1
hsa:2322	hsa:6777	1
hsa:1147	hsa:3551	0
hsa:1147	hsa:8517	0
hsa:3551	hsa:8517	0
hsa:10000	hsa:1147	1
hsa:10000	hsa:3551	1
hsa:10000	hsa:8517	1
hsa:207	hsa:1147	1
hsa:207	hsa:3551	1
hsa:207	hsa:8517	1
hsa:208	hsa:1147	1
hsa:208	hsa:3551	1
hsa:208	hsa:8517	1
hsa:10000	hsa:2475	1
hsa:207	hsa:2475	1
hsa:208	hsa:2475	1
hsa:5604	hsa:5605	0
hsa:369	hsa:5604	1
hsa:369	hsa:5605	1
hsa:5894	hsa:5604	1
hsa:5894	hsa:5605	1
hsa:673	hsa:5604	1
hsa:673	hsa:5605	1
hsa:5594	hsa:5595	0
hsa:5604	hsa:5594	1
hsa:5604	hsa:5595	1
hsa:5605	hsa:5594	1
hsa:5605	hsa:5595	1
hsa:4790	hsa:5970	0
hsa:1147	hsa:4790	1
hsa:1147	hsa:5970	1
hsa:3551	hsa:4790	1
hsa:3551	hsa:5970	1
hsa:8517	hsa:4790	1
hsa:8517	hsa:5970	1
hsa:10000	hsa:572	1
hsa:207	hsa:572	1
hsa:208	hsa:572	1
hsa:2475	hsa:1978	1
hsa:6774	hsa:5292	1
hsa:6776	hsa:5292	1
hsa:6777	hsa:5292	1
hsa:6774	hsa:11040	1
hsa:6776	hsa:11040	1
hsa:6777	hsa:11040	1
hsa:2322	hsa:1050	1
hsa:2322	hsa:6688	1
hsa:861	hsa:862	0
hsa:861	hsa:1050	1
hsa:862	hsa:1050	1
hsa:861	hsa:6688	1
hsa:862	hsa:6688	1
hsa:5371	hsa:5914	0
hsa:890	hsa:8900	0
hsa:5371	hsa:890	1
hsa:5371	hsa:8900	1
hsa:5914	hsa:890	1
hsa:5914	hsa:8900	1
hsa:5914	hsa:7704	0
hsa:7704	hsa:890	1
hsa:7704	hsa:8900	1
hsa:5371	hsa:3728	1
hsa:5914	hsa:3728	1
hsa:7704	hsa:3728	1
hsa:861	hsa:3728	1
hsa:862	hsa:3728	1
hsa:3728	hsa:595	1
hsa:3728	hsa:4609	1
hsa:3728	hsa:5467	1
hsa:51176	hsa:6932	0
hsa:51176	hsa:6934	0
hsa:51176	hsa:83439	0
hsa:6932	hsa:6934	0
hsa:6932	hsa:83439	0
hsa:6934	hsa:83439	0
hsa:3728	hsa:51176	0
hsa:3728	hsa:6932	0
hsa:3728	hsa:6934	0
hsa:3728	hsa:83439	0
hsa:5371	hsa:6688	1
hsa:5914	hsa:6688	1
hsa:861	hsa:1436	1
hsa:861	hsa:4353	1
hsa:861	hsa:1437	1
hsa:861	hsa:3562	1
hsa:1050	hsa:8864	1
hsa:6688	hsa:1436	1
hsa:6688	hsa:929	1
hsa:6688	hsa:3684	1
hsa:6688	hsa:2209	1
hsa:5371	hsa:1053	1
hsa:5914	hsa:1053	1
hsa:5371	hsa:597	1
hsa:5914	hsa:597	1
hsa:5914	hsa:1848	1
hsa:7704	hsa:1848	1
hsa:5371	hsa:7704	1
hsa:5914	hsa:5914	1
hsa:5371	hsa:4609	1
hsa:5914	hsa:4609	1
